record_id,well_id,depth_m,mud_weight_ppg,rop_m_per_hr,rpm,wob_klbf
R001386,W015,3000,13.51,9.15,92.4,32
R001387,W015,3100,13.61,7.84,99.5,34.89
R001388,W015,3200,13.8,8.66,98.3,35.25
R001389,W016,100,9.16,33.35,149.7,5.43
R001390,W016,200,9.22,34.9,141.6,7.86
R001391,W016,300,9.46,34.9,138,8.77
R001392,W016,400,9.64,34.98,139.2,9.35
R001393,W016,500,9.65,35.38,140.7,9.34
R001394,W016,600,9.85,33.11,134,10.19
R001395,W016,700,10.01,28.96,138.2,11.63
R001396,W016,800,10.18,31.93,130.4,10.72
R001397,W016,900,10.33,19.31,127.7,13.31
R001398,W016,1000,10.46,17.7,133.8,14.11
R001399,W016,1100,10.67,17.8,129.9,15.78
R001400,W016,1200,10.82,15.29,128.7,17.19
R001401,W016,1300,10.93,15.9,126.7,17.21
R001402,W016,1400,11.01,14.76,121.1,16.72
R001403,W016,1500,11.21,14.97,119.1,19.12
R001404,W016,1600,11.43,16.38,120.7,17.84
R001405,W016,1700,11.57,14.37,125.2,21.19
R001406,W016,1800,11.65,14.03,113.5,20.79
R001407,W016,1900,11.76,13.81,117.5,22.79
R001408,W016,2000,11.97,14.43,111.5,21.71
R001409,W016,2100,12.13,12.62,119.6,21.95
R001410,W016,2200,12.21,15.41,111.2,23.25
R001411,W016,2300,12.18,16.04,110.6,22.49
R001412,W016,2400,12.26,14.37,110.8,24.21
R001413,W016,2500,12.44,15.23,110.9,25.82
R001414,W016,2600,12.61,17.15,115.2,25.31
R001415,W016,2700,12.72,13.36,109.1,26.26
R001416,W016,2800,12.87,15.36,104.2,27.99
R001417,W016,2900,12.97,15.45,112.1,27.78
R001418,W016,3000,13.11,12.72,107.4,29.91
R001419,W016,3100,13.37,14.95,111.7,30.33
R001420,W016,3200,13.38,11.91,104.6,29.12
R001421,W016,3300,13.65,13.57,105.1,29.7
R001422,W016,3400,13.68,13.52,104.3,32.47
R001423,W016,3500,14.28,7.85,89.8,35.71
R001424,W016,3600,14.32,7.38,82.8,38.24
R001425,W016,3700,14.45,7.55,89.5,39.04
R001426,W016,3800,14.7,6.76,79.6,38.6
R001427,W016,3900,14.73,6.07,85.5,38.52
R001428,W017,100,9.3,18.05,136.5,6.63
R001429,W017,200,9.35,20.78,137.6,7.33
R001430,W017,300,9.48,19.63,137.7,9.96
R001431,W017,400,9.63,18.05,140.4,10.27
R001432,W017,500,9.84,17.38,139.4,11.69
R001433,W017,600,9.95,20.37,131.9,11.26
R001434,W017,700,10.14,19.58,130.6,10.99
R001435,W017,800,10.16,16.88,128.5,14.47
R001436,W017,900,10.4,16.14,137.7,12.64
R001437,W017,1000,10.58,18.36,126.2,13.54
R001438,W017,1100,10.7,15.33,131.9,14.05
R001439,W017,1200,10.88,15.62,122.4,15.34
R001440,W017,1300,10.94,16.91,131.1,17.93
R001441,W017,1400,11.14,15.13,128.5,16.99
R001442,W017,1500,11.22,17.76,124.3,19.64
R001443,W017,1600,11.4,15.76,118.4,19.78
R001444,W017,1700,11.5,15.86,120.2,19.15
R001445,W017,1800,11.5,18.87,123.3,18.5
R001446,W017,1900,11.55,16.57,115.1,21.61
R001447,W017,2000,11.7,17.38,122.5,20.29
R001448,W017,2100,11.84,15.08,114.3,22.13
R001449,W017,2200,11.98,17.06,117.7,24.07
R001450,W017,2300,12.09,16.89,112.8,22.45
R001451,W017,2400,12.27,15.84,113.2,25.35
R001452,W017,2500,12.47,16.29,119.5,23.69
R001453,W017,2600,12.64,16.57,111.9,26.15
R001454,W017,2700,12.7,16,112.5,26.12
R001455,W017,2800,12.89,14.64,110.4,27.05
R001456,W017,2900,13.37,7.6,94.3,33.4
R001457,W017,3000,13.51,8.43,101.5,34.17
R001458,W017,3100,13.63,8.33,92.6,32.94
R001459,W017,3200,13.82,7.18,90.2,33.63
R001460,W018,100,9.1,30.43,138.8,5.7
R001461,W018,200,9.34,29.15,137.9,6.13
R001462,W018,300,9.44,30.65,146.8,8.34
R001463,W018,400,9.57,33.3,139,7.28
R001464,W018,500,9.67,33.1,144.4,8.2
R001465,W018,600,9.84,27.69,136.3,8.21
R001466,W018,700,9.94,33.08,137.8,9.43
R001467,W018,800,10.18,30.45,130.6,12.07
R001468,W018,900,10.2,28.97,140.8,10.8
R001469,W018,1000,10.59,18.52,130.5,13.49
R001470,W018,1100,10.65,18.51,128.9,15.46
R001471,W018,1200,10.8,15.84,120,16.23
R001472,W018,1300,10.95,17.65,122.3,15.62
R001473,W018,1400,11.11,15.9,123.8,19.1
R001474,W018,1500,11.3,15.14,127.2,18.01
R001475,W018,1600,11.34,16.09,116.6,20.21
R001476,W018,1700,11.54,16.88,125.3,18.87
R001477,W018,1800,11.61,14.6,119.4,20.32
R001478,W018,1900,11.87,13.12,119.8,21.03
R001479,W018,2000,11.87,13.69,119.2,22.46
R001480,W018,2100,12.02,13.65,119.8,22.12
R001481,W018,2200,11.99,16.37,120.5,23.4
R001482,W018,2300,12.24,15.31,110.5,22.75
R001483,W018,2400,12.38,16.9,115.8,22.99
R001484,W018,2500,12.45,16.84,108.3,25.08
R001485,W018,2600,12.6,14.92,115.7,27.22
R001486,W018,2700,12.79,15.35,105.1,28.02
R001487,W018,2800,12.92,13.67,109.7,27.95
R001488,W018,2900,13.06,13.79,111.4,28.68
R001489,W018,3000,13.09,13.74,102.6,28.6
R001490,W018,3100,13.25,12.72,103.9,29.87
R001491,W018,3200,13.43,12.33,108.6,31.39
R001492,W018,3300,13.55,14.38,101.2,30.66
R001493,W018,3400,13.65,13.48,96.5,30.81
R001494,W018,3500,14.2,6.47,90.2,37.57
R001495,W018,3600,14.42,7.49,84.6,36.79
R001496,W018,3700,14.55,6.9,92,38.73
R001497,W018,3800,14.62,6.22,86.1,39.68
R001498,W019,100,9.1,33.48,142.3,4.69
R001499,W019,200,9.22,30.06,142.5,5.05
R001500,W019,300,9.4,34,137,7.44
R001501,W019,400,9.57,35.14,144,9.49
R001502,W019,500,9.76,32.98,146,8.3
R001503,W019,600,9.78,29.52,137.6,10.86
R001504,W019,700,9.97,33.6,137.1,10.88
R001505,W019,800,10.1,27.87,139.6,11.09
R001506,W019,900,10.23,32.46,130.5,10.52
R001507,W019,1000,10.55,16.84,134.1,14.47
R001508,W019,1100,10.69,16.61,122.4,15.5
R001509,W019,1200,10.79,16.83,126.2,17.05
R001510,W019,1300,11.01,16.34,119.9,18.19
R001511,W019,1400,11.06,18.04,121,16.23
R001512,W019,1500,11.16,15.24,129.4,17.64
R001513,W019,1600,11.37,15.22,127.5,19.81
R001514,W019,1700,11.44,15.87,118.3,20.78
R001515,W019,1800,11.6,15.63,121.7,19.55
R001516,W019,1900,11.85,15.12,120.8,21.13
R001517,W019,2000,12.02,13.01,111.3,23.11
R001518,W019,2100,11.93,17.54,112.3,22.09
R001519,W019,2200,12.03,18.7,120.1,21.72
R001520,W019,2300,12.14,15.45,114.3,23.1
R001521,W019,2400,12.26,15.32,115.5,23.44
R001522,W019,2500,12.46,13.98,111.6,26.16
R001523,W019,2600,12.53,16.27,110.2,26.25
R001524,W019,2700,12.76,13.61,108.3,26.15
R001525,W019,2800,12.92,16.01,114.6,26.8
R001526,W019,2900,12.98,13.54,109.2,28.85
R001527,W019,3000,13.1,15.66,105.4,28.46
R001528,W019,3100,13.36,14.42,104.7,29.39
R001529,W019,3200,13.38,11.86,111,29.72
R001530,W019,3300,13.66,14.31,101.6,32.05
R001531,W019,3400,13.68,11.95,96.2,32.66
R001532,W019,3500,14.17,7.59,91.5,35.58
R001533,W019,3600,14.43,7.56,93.9,36.69
R001534,W019,3700,14.43,7.13,83.2,38.58
R001535,W019,3800,14.65,7.27,81.1,37.4
R001536,W020,100,9.12,36.53,143.5,4.59
R001537,W020,200,9.25,34.48,141.5,6.73
R001538,W020,300,9.49,36.08,139.4,7.45
R001539,W020,400,9.56,30.71,142,7.53
R001540,W020,500,9.65,34.4,136.3,8.79
R001541,W020,600,9.87,31.76,140.2,9.23
R001542,W020,700,10.05,28.16,133.3,10.28
R001543,W020,800,10.31,16.02,125.7,12.72
R001544,W020,900,10.45,18.71,127.4,13.08
R001545,W020,1000,10.5,15.52,133.4,16.05
R001546,W020,1100,10.71,18.08,130.4,15.35
R001547,W020,1200,10.86,15.14,127.5,15.17
R001548,W020,1300,10.88,17.68,123.8,16.74
R001549,W020,1400,11.05,17,126.9,17.6
R001550,W020,1500,11.23,14.39,126.1,18.41
R001551,W020,1600,11.38,17.13,117.9,17.76
R001552,W020,1700,11.55,16.6,115.8,18.42
R001553,W020,1800,11.66,16.01,116.8,20.26
R001554,W020,1900,11.78,13.55,112.5,21
R001555,W020,2000,11.74,16.93,115.7,20.07
R001556,W020,2100,11.96,18.42,121.4,22.32
R001557,W020,2200,12.01,18.39,118.6,24.04
R001558,W020,2300,12.22,17.36,116.1,23.13
R001559,W020,2400,12.27,14.28,114.9,23.73
R001560,W020,2500,12.37,13.95,118.9,24.9
R001561,W020,2600,12.58,17.09,116.6,25.6
R001562,W020,2700,12.75,13.43,116.5,27.87
R001563,W020,2800,12.88,15.29,108.6,28.05
R001564,W020,2900,13.06,13.49,103.3,27.4
R001565,W020,3000,13.1,14.59,100.5,28.28
R001566,W020,3100,13.32,14.18,105.7,28.9
R001567,W020,3200,13.76,8.2,90.9,34.28
R001568,W020,3300,14.01,7.38,92.8,33.61
R001569,W020,3400,14.12,7.27,93.5,34.87
R001570,W020,3500,14.28,7.08,86.4,37.66
R001571,W021,100,9.26,19.1,134.1,6.39
R001572,W021,200,9.43,18.26,133.4,8.15
R001573,W021,300,9.57,20.09,143.4,10.24
R001574,W021,400,9.67,17.72,131.6,9.2
R001575,W021,500,9.86,18.93,135.1,11.19
R001576,W021,600,9.93,16.94,136.7,11.05
R001577,W021,700,10.11,17.76,130.1,11.96
R001578,W021,800,10.24,18.89,132.2,12.71
R001579,W021,900,10.33,19.62,129.9,13.49
R001580,W021,1000,10.58,17.99,135.8,14.88
R001581,W021,1100,10.63,16.96,130.3,16.1
R001582,W021,1200,10.74,16.9,123.9,17.21
R001583,W021,1300,10.97,16.66,128.7,16.13
R001584,W021,1400,11.08,17.39,127.2,18.01
R001585,W021,1500,11.21,16.75,127.7,17.06
R001586,W021,1600,11.34,16.26,128.1,18.95
R001587,W021,1700,11.45,15.75,121.9,20.92
R001588,W021,1800,11.6,16.07,115.9,19.46
R001589,W021,1900,11.78,16.46,112.7,22.42
R001590,W021,2000,11.99,12.77,112.8,22.49
R001591,W021,2100,11.93,16.16,116,21.34
R001592,W021,2200,11.95,18.65,121.2,23.88
R001593,W021,2300,12.22,18.02,121.8,24.93
R001594,W021,2400,11.98,19.88,118.1,22.97
R001595,W021,2500,12.47,16.66,109.3,25.23
R001596,W021,2600,12.65,16.7,107.7,26.71
R001597,W021,2700,12.8,16.76,113.9,26.82
R001598,W021,2800,12.89,14.44,104.1,28.37
R001599,W021,2900,13.02,15.84,108.2,28.71
R001600,W021,3000,13.19,14.46,100.6,29.44
R001601,W021,3100,13.36,15.16,108.4,30.79
R001602,W021,3200,13.49,12.83,108.9,29.63
R001603,W021,3300,13.87,7.81,84.3,35.07
R001604,W021,3400,14.14,7.41,96,36.73
R001605,W021,3500,14.27,7.89,87.6,35.92
R001606,W022,100,9.27,21.74,135.8,6.84
R001607,W022,200,9.45,18.72,144.5,7.77
R001608,W022,300,9.53,19.21,139.6,8.13
R001609,W022,400,9.63,20.5,133.1,11.15
R001610,W022,500,9.84,20.41,137.9,9.81
R001611,W022,600,10,17.52,127.8,11.69
R001612,W022,700,10.1,17.55,133,12.76
R001613,W022,800,10.22,17.72,126.7,14.25
R001614,W022,900,10.4,15.21,127.1,12.78
R001615,W022,1000,10.46,17.73,127.3,15.75
R001616,W022,1100,10.61,15.87,133,15.87
R001617,W022,1200,10.79,15.03,120,16.37
R001618,W022,1300,10.95,15.68,130.6,15.58
R001619,W022,1400,11.13,15.89,129.2,17.05
R001620,W022,1500,11.25,17.52,130,17.42
R001621,W022,1600,11.32,13.97,128.2,20.53
R001622,W022,1700,11.57,15.02,121.1,19.5
R001623,W022,1800,11.73,16.38,115.6,21.36
R001624,W022,1900,11.78,14.32,114.9,21
R001625,W022,2000,11.97,15.24,114.2,21.84
R001626,W022,2100,12.16,15.07,112.7,22.94
R001627,W022,2200,12.02,14.85,112.7,23.22
R001628,W022,2300,12.25,17.24,118.4,22.42
R001629,W022,2400,12.35,16.75,107.1,23.63
R001630,W022,2500,12.41,13.97,114.1,24.48
R001631,W022,2600,12.54,16.92,110.7,24.82
R001632,W022,2700,12.71,16.09,109.2,25.61
R001633,W022,2800,12.91,15.13,114.9,28.61
R001634,W022,2900,13,13.19,107.3,27.07
R001635,W022,3000,13.18,14.82,101.8,27.73
R001636,W022,3100,13.35,12.23,110.9,29.8
R001637,W022,3200,13.42,13.69,102.8,31.59
R001638,W022,3300,13.56,14.55,96.6,30.92
R001639,W022,3400,13.65,14.07,94.5,32.13
R001640,W022,3500,14.25,7.42,86.5,36.81
R001641,W022,3600,14.41,7.83,92.2,37.4
R001642,W022,3700,14.55,6.52,79.3,38.05
R001643,W022,3800,14.6,6.77,85,39.68
R001644,W023,100,9.12,30.95,148.2,5.85
R001645,W023,200,9.33,35.17,143.3,7.47
R001646,W023,300,9.45,31.94,148.6,8.25
R001647,W023,400,9.64,29.68,144.6,7.1
R001648,W023,500,9.76,32.38,134,8.6
R001649,W023,600,9.82,30.47,143.2,8.19
R001650,W023,700,9.98,32.49,138.2,10.27
R001651,W023,800,10.17,29.43,134.7,10.74
R001652,W023,900,10.35,18.98,134.7,14.09
R001653,W023,1000,10.51,16.78,128,13.61
R001654,W023,1100,10.73,17.52,124.5,15.63
R001655,W023,1200,10.79,18.62,121.9,16.12
R001656,W023,1300,10.87,15.27,132.1,18.25
R001657,W023,1400,11.15,17.13,120.2,17.56
R001658,W023,1500,11.25,14.48,119.9,18.97
R001659,W023,1600,11.37,17.31,117.5,19.13
R001660,W023,1700,11.49,13.61,122.6,20.83
R001661,W023,1800,11.69,14.76,115.4,20.51
R001662,W023,1900,11.82,15.36,112.3,22.18
R001663,W023,2000,11.89,14.8,114.1,23.39
R001664,W023,2100,12.09,14.26,114.9,23.71
R001665,W023,2200,12.08,18.51,119.2,23.87
R001666,W023,2300,12.2,17.83,122.1,24.75
R001667,W023,2400,12.23,16.98,111.5,23.68
R001668,W023,2500,12.4,16.54,108.4,25.51
R001669,W023,2600,12.33,19.17,105.1,22.56
R001670,W023,2700,12.73,16.76,110,27.76
R001671,W023,2800,12.81,16.39,111.6,26.05
R001672,W023,2900,13.04,14.63,100.8,28.82
R001673,W023,3000,13.14,13.82,106.9,30.17
R001674,W023,3100,13.27,14.37,108.5,28.73
R001675,W023,3200,13.46,12.39,107,30.81
R001676,W023,3300,13.62,12.97,102.3,31.87
R001677,W023,3400,13.68,12.42,105.5,32.5
R001678,W023,3500,14.25,6.94,91.8,36.45
R001679,W023,3600,14.36,7.42,91.6,37.16
R001680,W023,3700,14.47,7.25,91.6,39.43
R001681,W023,3800,14.58,6.34,81.9,39.31
R001682,W024,100,9.21,19.31,144.7,9.01
R001683,W024,200,9.44,21.59,144.5,7.99
R001684,W024,300,9.47,17.03,141.7,7.89
R001685,W024,400,9.68,20.95,130.3,9.96
R001686,W024,500,9.89,18.26,132.1,11.25
R001687,W024,600,9.89,18.89,134.3,12.76
R001688,W024,700,10.11,15.49,139.2,12.31
R001689,W024,800,10.17,15.83,133.4,14.16
R001690,W024,900,10.37,19.6,134.7,12.83
R001691,W024,1000,10.54,19.29,133.6,13.87
R001692,W024,1100,10.64,17.94,133,14.79
R001693,W024,1200,10.8,15.66,130.4,16.98
R001694,W024,1300,10.98,18.07,124.2,15.75
R001695,W024,1400,11.11,16.22,124,18.16
R001696,W024,1500,11.23,15.76,124.7,19.16
R001697,W024,1600,11.32,15.68,117.2,18.9
R001698,W024,1700,11.54,16.46,114,20.56
R001699,W024,1800,11.72,15.21,117.6,20.59
R001700,W024,1900,11.74,15.05,122.9,20.91
R001701,W024,2000,11.98,15.75,122.1,22.84
R001702,W024,2100,12.16,15.43,115.5,23.8
R001703,W024,2200,11.99,18.12,113.9,23.22
R001704,W024,2300,12.19,17.09,109.3,22.66
R001705,W024,2400,12.27,15.4,113.9,25.27
R001706,W024,2500,12.46,16.97,106.2,26.1
R001707,W024,2600,12.35,15.97,112.9,24.7
R001708,W024,2700,12.69,14.03,109.4,25.11
R001709,W024,2800,12.82,13.04,106.1,26.29
R001710,W024,2900,12.97,14.24,109.2,28.68
R001711,W024,3000,13.16,14.49,107.2,28.6
R001712,W024,3100,13.23,12.63,106,29.64
R001713,W024,3200,13.37,12.63,106.7,29.74
R001714,W024,3300,13.51,13.33,105.6,30.29
R001715,W024,3400,13.79,13.77,96.1,32.46
R001716,W024,3500,13.8,12.42,95.8,33.96
R001717,W024,3600,14.3,6.48,92.5,37.14
R001718,W024,3700,14.56,7.41,89.8,37.83
R001719,W024,3800,14.72,6.88,86,38.13
R001720,W024,3900,14.74,6.15,82.7,40.7
R001721,W025,100,9.11,31.03,138.1,6.81
R001722,W025,200,9.32,32,147.6,6.54
R001723,W025,300,9.43,35.04,144.8,6.09
R001724,W025,400,9.56,35.23,143.8,8.33
R001725,W025,500,9.69,34.92,134,10.14
R001726,W025,600,9.88,31.68,139,11.06
R001727,W025,700,9.93,29.43,142,10.59
R001728,W025,800,10.31,16.26,128.2,12.11
R001729,W025,900,10.4,17.2,137.1,13.45
R001730,W025,1000,10.59,15.47,126.8,14.29
R001731,W025,1100,10.64,18.84,125.6,16.17
R001732,W025,1200,10.73,16.86,129.5,16.73
R001733,W025,1300,10.94,14.48,119.1,15.66
R001734,W025,1400,11.13,16.96,118,17.72
R001735,W025,1500,11.22,17.6,127.1,18.55
R001736,W025,1600,11.29,16.18,119.5,19.39
R001737,W025,1700,11.57,14.81,127.1,18.49
R001738,W025,1800,11.69,16.49,125.1,20.45
R001739,W025,1900,11.76,13.61,121.3,21.12
R001740,W025,2000,11.79,19.32,116.1,19.78
R001741,W025,2100,11.9,17.12,121.6,22.85
R001742,W025,2200,12.05,16.33,119.3,21.63
R001743,W025,2300,12.22,16,116.1,24.38
R001744,W025,2400,12.23,17.38,113.4,23.32
R001745,W025,2500,12.52,14.07,107.1,26.4
R001746,W025,2600,12.54,14.69,105.2,24.27
R001747,W025,2700,12.71,13.95,105.4,25.07
R001748,W025,2800,12.92,13.26,115.8,28.25
R001749,W025,2900,13.04,12.84,103.4,28.68
R001750,W025,3000,13.12,13.97,106.7,27.8
R001751,W025,3100,13.32,14.53,104,29.68
R001752,W025,3200,13.74,8.17,97.8,34.05
R001753,W025,3300,13.9,7.82,92.1,34.72
R001754,W025,3400,14.11,7.06,83.3,34.78
R001755,W025,3500,14.15,7.22,85,37.27
R001756,W026,100,9.26,21.15,143.8,8.42
R001757,W026,200,9.39,21.42,134,9.21
R001758,W026,300,9.56,20.99,141.1,9.52
R001759,W026,400,9.68,17.35,137.8,10.05
R001760,W026,500,9.79,18.04,137.4,11.62
R001761,W026,600,10.03,18.29,127.5,12.66
R001762,W026,700,10.04,18.08,139.3,12.25
R001763,W026,800,10.3,16.46,129.2,12.9
R001764,W026,900,10.32,18.95,124.6,14.73
R001765,W026,1000,10.6,16.76,128.5,15.18
R001766,W026,1100,10.66,16.01,122.7,15.59
R001767,W026,1200,10.81,16.86,133.8,17.47
R001768,W026,1300,10.9,15.99,131.8,17.07
R001769,W026,1400,11.03,17.36,119.5,18.86
R001770,W026,1500,11.23,16.84,130,17.11
R001771,W026,1600,11.35,13.9,126.5,19.71
R001772,W026,1700,11.58,16.14,117,20.88
R001773,W026,1800,11.6,15.31,114.4,21.05
R001774,W026,1900,11.61,16.48,115.1,19.98
R001775,W026,2000,11.71,18.26,112.5,21.93
R001776,W026,2100,11.88,18.82,111.5,21.95
R001777,W026,2200,11.98,17.44,117,23.99
R001778,W026,2300,12.24,17.21,113.2,24.87
R001779,W026,2400,12.27,17.04,116.5,24.81
R001780,W026,2500,12.4,15.94,106.3,24.98
R001781,W026,2600,12.63,15.61,106.5,25.95
R001782,W026,2700,12.67,15.05,116.8,27.5
R001783,W026,2800,12.89,15.06,105.4,28.12
R001784,W026,2900,13.1,14.54,112.3,27.01
R001785,W026,3000,13.09,15.1,101.6,30.23
R001786,W026,3100,13.7,8.76,90.4,33.65
R001787,W026,3200,13.85,6.98,86.4,35.05
R001788,W026,3300,13.91,7.32,93.8,35.41
R001789,W026,3400,14.01,7.97,88.9,36.72
R001790,W027,100,9.14,32.26,141.4,5.82
R001791,W027,200,9.3,29.13,139.8,6.66
R001792,W027,300,9.49,31.51,146.5,6.85
R001793,W027,400,9.63,28.94,146.2,7.99
R001794,W027,500,9.79,33.46,133.2,9.76
R001795,W027,600,9.87,30.57,142.1,8.09
R001796,W027,700,10.06,33.87,136.8,8.82
R001797,W027,800,10.09,28.54,131.1,10.31
R001798,W027,900,10.31,19.39,133.8,13.58
R001799,W027,1000,10.47,18.65,129.8,15.33
R001800,W027,1100,10.6,15.95,128.8,14.65
R001801,W027,1200,10.81,15.47,123.1,17.09
R001802,W027,1300,10.89,15.88,127.5,15.59
R001803,W027,1400,11.14,15.87,122.7,16.17
R001804,W027,1500,11.2,16.1,127.4,17.09
R001805,W027,1600,11.29,15.58,119.4,18.58
R001806,W027,1700,11.46,16.39,122.1,19.4
R001807,W027,1800,11.6,13.97,113.7,20.28
R001808,W027,1900,11.72,13.34,115.6,22.93
R001809,W027,2000,11.93,14.44,114.4,21.98
R001810,W027,2100,12.03,15.7,111.4,21.87
R001811,W027,2200,12.02,18.73,122.9,23.02
R001812,W027,2300,12.22,15.63,108.5,24.98
R001813,W027,2400,12.24,16.59,116.4,25.28
R001814,W027,2500,12.44,16.09,111.8,25.03
R001815,W027,2600,12.61,14.06,118.1,27.05
R001816,W027,2700,12.75,14.18,114.4,26.75
R001817,W027,2800,12.86,13.66,108.3,26.41
R001818,W027,2900,13.08,15.23,108.1,26.85
R001819,W027,3000,13.14,12.92,111.4,28.01
R001820,W027,3100,13.36,14.86,109.2,30.83
R001821,W027,3200,13.49,12.18,105.5,29.5
R001822,W027,3300,13.6,13.63,106.7,31.2
R001823,W027,3400,13.66,11.57,99.6,32.42
R001824,W027,3500,14.19,7.35,92.5,35.42
R001825,W027,3600,14.37,7.23,89.3,36.34
R001826,W027,3700,14.33,7.54,83.9,39.54
R001827,W027,3800,14.66,6.83,88.1,39.96
R001828,W028,100,9.17,19.47,135.2,8.57
R001829,W028,200,9.34,19.4,143.8,9.29
R001830,W028,300,9.6,19.91,139.1,8.31
R001831,W028,400,9.69,20.94,131.2,10.66
R001832,W028,500,9.81,19.53,133.2,9.59
R001833,W028,600,9.95,17.6,135.9,11.41
R001834,W028,700,10.09,17.1,130.3,12.36
R001835,W028,800,10.22,18.57,137.7,12.51
R001836,W028,900,10.33,15.57,125.8,14.31
R001837,W028,1000,10.48,17.42,135.2,15.05
R001838,W028,1100,10.62,18.92,134.1,15.48
R001839,W028,1200,10.76,17.5,132.5,15.82
R001840,W028,1300,10.92,17.49,120,16.9
R001841,W028,1400,11.01,15.29,130.6,17.16
R001842,W028,1500,11.29,16.98,118.2,17.6
R001843,W028,1600,11.31,15.51,125.2,17.69
R001844,W028,1700,11.48,14.32,114.4,21.24
R001845,W028,1800,11.69,13.35,120.3,20.56
R001846,W028,1900,11.83,13.01,115.9,22.79
R001847,W028,2000,11.78,15.86,121.9,21.94
R001848,W028,2100,11.8,15.88,113.7,22.12
R001849,W028,2200,12.1,16.28,110.9,22.39
R001850,W028,2300,12.15,16.27,120.1,23.15
R001851,W028,2400,12.36,17.42,113.9,23.84
R001852,W028,2500,12.39,13.9,113.3,25.9
R001853,W028,2600,12.64,16.52,107.6,25.3
R001854,W028,2700,12.67,13.88,109.1,26.59
R001855,W028,2800,12.83,13.49,103.2,27.02
R001856,W028,2900,13.06,15.8,109.7,29.09
R001857,W028,3000,13.09,15.54,104.5,29.91
R001858,W028,3100,13.52,8.19,96,33.04
R001859,W028,3200,13.72,8.29,87,35.24
R001860,W028,3300,13.93,8.06,86.6,35.36
R001861,W028,3400,14.12,7.89,88.4,35.17
R001862,W029,100,9.08,30.25,145.4,6.75
R001863,W029,200,9.32,34.35,137.9,6.03
R001864,W029,300,9.5,30.64,142.2,7.6
R001865,W029,400,9.6,33.05,147.5,9.34
R001866,W029,500,9.71,33.73,134.5,7.41
R001867,W029,600,9.88,29.97,136.6,9.52
R001868,W029,700,10.03,27.51,136.8,11.21
R001869,W029,800,10.18,31.9,135.1,11.38
R001870,W029,900,10.32,17.22,131,12.62
R001871,W029,1000,10.56,16.64,134.7,15.39
R001872,W029,1100,10.7,17.57,134,15.55
R001873,W029,1200,10.77,18.38,132.1,16.01
R001874,W029,1300,10.99,16.83,119.8,18.01
R001875,W029,1400,11.13,15.98,118.1,16.74
R001876,W029,1500,11.23,15.05,130.2,17.18
R001877,W029,1600,11.3,15.49,127.4,19.6
R001878,W029,1700,11.59,15.8,126.9,21.32
R001879,W029,1800,11.58,13.81,122.6,19.75
R001880,W029,1900,11.61,16.59,125.9,20.03
R001881,W029,2000,11.81,19.06,120.5,20.04
R001882,W029,2100,11.89,16.88,120.7,23.44
R001883,W029,2200,12.06,17.8,122.7,21.94
R001884,W029,2300,12.14,16.01,117,22.53
R001885,W029,2400,12.24,16.85,119.4,25.67
R001886,W029,2500,12.42,15.87,117.1,25.13
R001887,W029,2600,12.64,16.56,111,24.26
R001888,W029,2700,12.72,15.31,115.9,26
R001889,W029,2800,12.92,15.45,103,28.2
R001890,W029,2900,13,14.41,111,29.51
R001891,W029,3000,13.15,12.88,103,29.5
R001892,W029,3100,13.7,7.42,90.4,34.87
R001893,W029,3200,13.66,9.2,94.8,34.64
R001894,W029,3300,13.96,8.4,86.6,35.17
R001895,W030,100,9.1,36.57,144.3,4.32
R001896,W030,200,9.33,34.74,150.4,6.99
R001897,W030,300,9.42,31.92,142.5,6.16
R001898,W030,400,9.56,33.82,142.2,9.27
R001899,W030,500,9.77,33.83,142.7,8.92
R001900,W030,600,9.92,30.22,142.9,8.88
R001901,W030,700,9.97,28.51,130.4,9.08
R001902,W030,800,10.31,19.36,131.8,12.66
R001903,W030,900,10.32,14.94,121,13.36
R001904,W030,1000,10.56,16.28,127.4,13.38
R001905,W030,1100,10.69,18.9,134.9,16.04
R001906,W030,1200,10.77,17.81,128.8,15.92
R001907,W030,1300,10.94,17.78,122.2,17.08
R001908,W030,1400,11.07,17.09,120.3,17.5
R001909,W030,1500,11.26,14.72,129.9,18.66
R001910,W030,1600,11.4,18.03,126.5,19.46
R001911,W030,1700,11.49,16.35,115.9,18.95
R001912,W030,1800,11.47,16.79,114.7,20.81
R001913,W030,1900,11.66,17.74,124.1,19.18
R001914,W030,2000,11.72,18.5,116.9,21.4
R001915,W030,2100,11.94,15.24,115.1,20.56
R001916,W030,2200,12.03,15.76,117.3,21.92
R001917,W030,2300,12.17,17.3,111.4,24.24
R001918,W030,2400,12.38,14.72,120.8,23.25
R001919,W030,2500,12.46,16.85,118.1,25.94
R001920,W030,2600,12.66,16.98,117.1,27.12
R001921,W030,2700,12.72,14.12,111.6,27.37
R001922,W030,2800,12.85,13.58,111.5,28.21
R001923,W030,2900,13.44,8.12,95.2,30.58
R001924,W030,3000,13.54,7.64,92.4,33.25
R001925,W030,3100,13.65,8.39,88.9,32.83
R001926,W030,3200,13.8,7.65,89.6,35.78
R001927,W031,175,9.23,31.52,147.6,5.51
R001928,W031,350,9.43,33.61,139.8,8.56
R001929,W031,525,9.75,33.64,140.2,9.44
R001930,W031,700,10.01,34.01,141.9,10.63
R001931,W031,875,10.23,28.88,141.9,12.31
